parent class,rdfs:label,IRI
Observable entity (observable entity),Total number of postpartum care visits (observable entity),http://snomed.info/id/3411000175108
Observable entity (observable entity),New diagnosis (observable entity),http://snomed.info/id/441308009
Observable entity (observable entity),School attendance (observable entity),http://snomed.info/id/228134009
Observable entity (observable entity),Hospital Anxiety and Depression scale: depression score (observable entity),http://snomed.info/id/401320004
Observable entity (observable entity),Mobility inventory for agoraphobia when accompanied score (observable entity),http://snomed.info/id/473354003
Observable entity (observable entity),Radiotherapy parameters (observable entity),http://snomed.info/id/228779000
Observable entity (observable entity),Feature of fluid loss (observable entity),http://snomed.info/id/364400009
Observable entity (observable entity),Nitrogen balance (observable entity),http://snomed.info/id/251836004
Observable entity (observable entity),Detail of neglect (observable entity),http://snomed.info/id/406220002
Observable entity (observable entity),"Housing, local environment and transport detail (observable entity)",http://snomed.info/id/302149003
Observable entity (observable entity),Body oxygen consumption (observable entity),http://snomed.info/id/7928001
Observable entity (observable entity),Gender (observable entity),http://snomed.info/id/263495000
Observable entity (observable entity),Lymph node / lymphatics observable (observable entity),http://snomed.info/id/364107004
Observable entity (observable entity),Lacrimal drainage system observable (observable entity),http://snomed.info/id/417323003
Observable entity (observable entity),Characteristic of drinking (observable entity),http://snomed.info/id/364654001
Observable entity (observable entity),Centers for Disease Control and Prevention wound classification category (observable entity),http://snomed.info/id/420089007
Observable entity (observable entity),Activation function (observable entity),http://snomed.info/id/404229004
Observable entity (observable entity),Communication speech and language observable (observable entity),http://snomed.info/id/363912006
Observable entity (observable entity),Language spoken (observable entity),http://snomed.info/id/161139007
Observable entity (observable entity),Hemoglobin electrophoresis pattern (observable entity),http://snomed.info/id/116787009
Observable entity (observable entity),Number fraction of progesterone receptors in neoplasm using immune stain (observable entity),http://snomed.info/id/445366002
Observable entity (observable entity),Blood collection bag lot identifier (observable entity),http://snomed.info/id/116858003
Observable entity (observable entity),Respiratory observable (observable entity),http://snomed.info/id/364048003
Observable entity (observable entity),"Thrombolysis, function (observable entity)",http://snomed.info/id/51308000
Observable entity (observable entity),Ablation power (observable entity),http://snomed.info/id/386131004
Observable entity (observable entity),"Metabolic requirement, function (observable entity)",http://snomed.info/id/16821004
Observable entity (observable entity),Modified Barthel index of activities of daily living score (observable entity),http://snomed.info/id/443653008
Observable entity (observable entity),"Metabolic repression, function (observable entity)",http://snomed.info/id/76095001
Observable entity (observable entity),County of residence (observable entity),http://snomed.info/id/432407003
Observable entity (observable entity),Place of death (observable entity),http://snomed.info/id/313384009
Observable entity (observable entity),Role checklist score (observable entity),http://snomed.info/id/446828000
Observable entity (observable entity),Clinical performance measure (observable entity),http://snomed.info/id/491000124103
Observable entity (observable entity),Breslow depth staging for melanoma (observable entity),http://snomed.info/id/106243009
Observable entity (observable entity),National surgical quality improvement program defined race (observable entity),http://snomed.info/id/414807004
Observable entity (observable entity),Total number of tissue chips (observable entity),http://snomed.info/id/399441008
Observable entity (observable entity),Number of appointments missed (observable entity),http://snomed.info/id/298058004
